tweet_id,favorites,retweets,user_followers,user_favourites,date_time
866094527597207552,0,7861,8780210,146063,2017-05-21 00:53:21+00:00
865718153858494464,24498,5279,8780210,146063,2017-05-19 23:57:46+00:00
865359393868664832,25294,4705,8780210,146063,2017-05-19 00:12:11+00:00
865006731092295680,26779,7236,8780210,146063,2017-05-18 00:50:50+00:00
864873206498414592,30862,8173,8780210,146063,2017-05-17 16:00:15+00:00
864279568663928832,13947,2843,8780210,146063,2017-05-16 00:41:21+00:00
864197398364647424,28703,8332,8780210,146063,2017-05-15 19:14:50+00:00
863907417377173506,19711,3900,8780210,146063,2017-05-15 00:02:33+00:00
863553081350529029,14620,3945,8780210,146063,2017-05-14 00:34:33+00:00
863471782782697472,0,2292,8780210,146063,2017-05-13 19:11:30+00:00
863432100342583297,22780,4949,8780210,146063,2017-05-13 16:33:49+00:00
863427515083354112,2114,90,8780210,146063,2017-05-13 16:15:35+00:00
863079547188785154,8418,1048,8780210,146063,2017-05-12 17:12:53+00:00
863062471531167744,8107,2292,8780210,146063,2017-05-12 16:05:02+00:00
862831371563274240,18396,4860,8780210,146063,2017-05-12 00:46:44+00:00
862722525377298433,16402,3343,8780210,146063,2017-05-11 17:34:13+00:00
862457590147678208,19629,4661,8780210,146063,2017-05-11 00:01:27+00:00
862096992088072192,71224,21892,8780210,146063,2017-05-10 00:08:34+00:00
861383897657036800,34653,10136,8780210,146063,2017-05-08 00:54:59+00:00
861288531465048066,16487,3919,8780211,146063,2017-05-07 18:36:02+00:00
861005113778896900,16054,3613,8780212,146063,2017-05-06 23:49:50+00:00
860981674716409858,0,2036,8780212,146063,2017-05-06 22:16:42+00:00
860924035999428608,0,761,8780212,146063,2017-05-06 18:27:40+00:00
860563773140209665,7203,2036,8780212,146063,2017-05-05 18:36:06+00:00
860524505164394496,22726,5042,8780212,146063,2017-05-05 16:00:04+00:00
860276583193509888,17681,3328,8780212,146063,2017-05-04 23:34:55+00:00
860184849394610176,16072,5558,8780212,146063,2017-05-04 17:30:24+00:00
860177593139703809,0,29389,8780212,146063,2017-05-04 17:01:34+00:00
859924526012018688,18852,3900,8780212,146063,2017-05-04 00:15:58+00:00
859851578198683649,14863,3337,8780212,146063,2017-05-03 19:26:06+00:00
859607811541651456,17948,1488,8780212,146063,2017-05-03 03:17:27+00:00
859196978902773760,86545,28707,8780212,146063,2017-05-02 00:04:57+00:00
859074603037188101,32624,12992,8780212,146063,2017-05-01 15:58:40+00:00
858860390427611136,0,7739,8780212,146063,2017-05-01 01:47:28+00:00
858843525470990336,15043,3325,8780212,146063,2017-05-01 00:40:27+00:00
858471635011153920,20771,4637,8780212,146063,2017-04-30 00:02:42+00:00
858107933456039936,15221,2779,8780212,146063,2017-04-28 23:57:28+00:00
857989990357356544,15568,2481,8780212,146063,2017-04-28 16:08:49+00:00
857746408056729600,33132,10167,8780212,146063,2017-04-28 00:00:54+00:00
857393404942143489,5703,1572,8780212,146063,2017-04-27 00:38:11+00:00
857263160327368704,19421,4329,8780212,146063,2017-04-26 16:00:39+00:00
857214891891077121,219,17,8780212,146063,2017-04-26 12:48:51+00:00
857062103051644929,0,163,8780212,146063,2017-04-26 02:41:43+00:00
857029823797047296,18275,3821,8780212,146063,2017-04-26 00:33:27+00:00
856543823941562368,15836,2773,8780212,146063,2017-04-24 16:22:16+00:00
856526610513747968,11520,1803,8780212,146063,2017-04-24 15:13:52+00:00
856330835276025856,0,646,8780212,146063,2017-04-24 02:15:55+00:00
856288084350160898,498,15,8780212,146063,2017-04-23 23:26:03+00:00
856282028240666624,26935,6050,8780212,146063,2017-04-23 23:01:59+00:00
855862651834028034,328,25,8780212,146063,2017-04-22 19:15:32+00:00
855860136149123072,4783,941,8780212,146063,2017-04-22 19:05:32+00:00
855857698524602368,11542,2038,8780212,146063,2017-04-22 18:55:51+00:00
855851453814013952,44464,17375,8780212,146063,2017-04-22 18:31:02+00:00
855818117272018944,25943,5235,8780212,146063,2017-04-22 16:18:34+00:00
855459453768019968,29045,7937,8780212,146063,2017-04-21 16:33:22+00:00
855245323840757760,0,5761,8780212,146063,2017-04-21 02:22:29+00:00
855138241867124737,0,43,8780212,146063,2017-04-20 19:16:59+00:00
854732716440526848,22178,5867,8780212,146063,2017-04-19 16:25:34+00:00
854482394044301312,28592,6659,8780212,146063,2017-04-18 23:50:52+00:00
854365224396361728,18450,4541,8780212,146063,2017-04-18 16:05:17+00:00
854120357044912130,31246,7245,8780212,146063,2017-04-17 23:52:16+00:00
854010172552949760,15869,3056,8780212,146063,2017-04-17 16:34:26+00:00
853760880890318849,27958,5577,8780212,146063,2017-04-17 00:03:50+00:00
853639147608842240,33938,9764,8780212,146063,2017-04-16 16:00:07+00:00
853299958564483072,15167,3458,8780212,146063,2017-04-15 17:32:18+00:00
852936405516943360,0,1942,8780212,146063,2017-04-14 17:27:40+00:00
852912242202992640,8856,1769,8780212,146063,2017-04-14 15:51:39+00:00
852672615818899456,14626,2104,8780212,146063,2017-04-13 23:59:28+00:00
852553447878664193,16001,3385,8780212,146063,2017-04-13 16:05:56+00:00
852311364735569921,32557,9708,8780212,146063,2017-04-13 00:03:59+00:00
852226086759018497,19628,6685,8780212,146063,2017-04-12 18:25:07+00:00
852189679701164033,11262,1554,8780212,146063,2017-04-12 16:00:27+00:00
851861385021730816,0,19,8780212,146063,2017-04-11 18:15:55+00:00
851591660324737024,16005,3402,8780212,146063,2017-04-11 00:24:08+00:00
851464819735769094,23874,6906,8780212,146063,2017-04-10 16:00:07+00:00
851224888060895234,20357,5615,8780212,146063,2017-04-10 00:06:42+00:00
850753642995093505,30343,8956,8780212,146063,2017-04-08 16:54:09+00:00
850380195714523136,12909,2561,8780212,146063,2017-04-07 16:10:12+00:00
850333567704068097,3407,321,8780212,146063,2017-04-07 13:04:55+00:00
850145622816686080,16109,3721,8780212,146063,2017-04-07 00:38:06+00:00
850019790995546112,20131,4785,8780212,146063,2017-04-06 16:18:05+00:00
849776966551130114,30043,7461,8780212,146063,2017-04-06 00:13:11+00:00
849668094696017920,0,4872,8780212,146063,2017-04-05 17:00:34+00:00
849412302885593088,15674,3105,8780212,146063,2017-04-05 00:04:08+00:00
849336543269576704,11283,1869,8780212,146063,2017-04-04 19:03:06+00:00
849051919805034497,41837,8347,8780212,146063,2017-04-04 00:12:06+00:00
848690551926992896,24911,4253,8780212,146063,2017-04-03 00:16:10+00:00
848324959059550208,24440,4542,8780212,146063,2017-04-02 00:03:26+00:00
848213670039564288,8083,721,8780212,146063,2017-04-01 16:41:12+00:00
848212111729840128,16149,2996,8780212,146063,2017-04-01 16:35:01+00:00
847978865427394560,0,3210,8780212,146063,2017-04-01 01:08:10+00:00
847971574464610304,0,425,8780212,146063,2017-04-01 00:39:12+00:00
847962785489326080,23278,5011,8780212,146063,2017-04-01 00:04:17+00:00
847842811428974592,5392,1316,8780212,146063,2017-03-31 16:07:33+00:00
847617282490613760,6927,410,8780212,146063,2017-03-31 01:11:22+00:00
847606175596138505,18591,3383,8780212,146063,2017-03-31 00:27:14+00:00
847251039262605312,20321,4263,8780212,146063,2017-03-30 00:56:03+00:00
847157206088847362,19700,5775,8780212,146063,2017-03-29 18:43:12+00:00
847116187444137987,21292,3142,8780212,146063,2017-03-29 16:00:12+00:00
846874817362120707,19926,3884,8780212,146063,2017-03-29 00:01:05+00:00
846514051647705089,44262,11428,8780212,146063,2017-03-28 00:07:32+00:00
846505985330044928,13998,3040,8780212,146063,2017-03-27 23:35:28+00:00
846153765933735936,31389,8948,8780212,146063,2017-03-27 00:15:53+00:00
846139713627017216,30811,9911,8780212,146063,2017-03-26 23:20:02+00:00
846042936437604353,15869,2834,8780212,146063,2017-03-26 16:55:29+00:00
845812042753855489,29027,8615,8780213,146063,2017-03-26 01:38:00+00:00
845677943972139009,25024,4748,8780213,146063,2017-03-25 16:45:08+00:00
845397057150107648,7588,1788,8780213,146063,2017-03-24 22:08:59+00:00
845306882940190720,23199,5342,8780213,146063,2017-03-24 16:10:40+00:00
845098359547420673,0,7582,8780213,146063,2017-03-24 02:22:04+00:00
844979544864018432,13555,2533,8780213,146063,2017-03-23 18:29:57+00:00
844973813909606400,14997,3162,8780213,146063,2017-03-23 18:07:10+00:00
844580511645339650,16385,3101,8780213,146063,2017-03-22 16:04:20+00:00
844223788422217728,13586,2181,8780213,146063,2017-03-21 16:26:50+00:00
843981021012017153,15112,2924,8780213,146063,2017-03-21 00:22:10+00:00
843856843873095681,21374,4584,8780213,146063,2017-03-20 16:08:44+00:00
843604394117681152,16814,2727,8780213,146063,2017-03-19 23:25:35+00:00
843235543001513987,21429,5986,8780213,146063,2017-03-18 22:59:54+00:00
842846295480000512,15233,3618,8780214,146063,2017-03-17 21:13:10+00:00
842765311967449089,6707,1275,8780214,146063,2017-03-17 15:51:22+00:00
842535590457499648,18045,3485,8780214,146063,2017-03-17 00:38:32+00:00
842163532590374912,24383,5761,8780214,146063,2017-03-16 00:00:07+00:00
842115215311396866,13944,3014,8780214,146063,2017-03-15 20:48:07+00:00
841833993020538882,0,15023,8780214,146063,2017-03-15 02:10:39+00:00
841680585030541313,25669,7775,8780214,146063,2017-03-14 16:01:03+00:00
841439858740625411,12626,3671,8780214,146063,2017-03-14 00:04:30+00:00
841320156043304961,19771,5481,8780214,146063,2017-03-13 16:08:50+00:00
841314665196081154,15814,4634,8780214,146063,2017-03-13 15:47:01+00:00
841077006473256960,22836,5290,8780214,146063,2017-03-13 00:02:39+00:00
840761248237133825,0,1763,8780214,146063,2017-03-12 03:07:56+00:00
840728873075638272,0,16090,8780214,146063,2017-03-12 00:59:17+00:00
840698636975636481,174,2,8780214,146063,2017-03-11 22:59:09+00:00
840696689258311684,12279,972,8780214,146063,2017-03-11 22:51:24+00:00
840632337062862849,8998,1763,8780214,146063,2017-03-11 18:35:42+00:00
840370681858686976,16447,4530,8780214,146063,2017-03-11 01:15:58+00:00
840268004936019968,19257,5718,8780214,146063,2017-03-10 18:27:58+00:00
839990271299457024,13415,2273,8780214,146063,2017-03-10 00:04:21+00:00
839549326359670784,27482,7739,8780214,146063,2017-03-08 18:52:12+00:00
839290600511926273,0,143,8780214,146063,2017-03-08 01:44:07+00:00
839239871831150596,27125,6529,8780214,146063,2017-03-07 22:22:32+00:00
838952994649550848,19664,4001,8780214,146063,2017-03-07 03:22:35+00:00
838921590096166913,11174,2062,8780214,146063,2017-03-07 01:17:48+00:00
838916489579200512,0,35,8780214,146063,2017-03-07 00:57:32+00:00
838831947270979586,0,11004,8780214,146063,2017-03-06 19:21:35+00:00
838561493054533637,10950,1338,8780213,146063,2017-03-06 01:26:54+00:00
838476387338051585,22529,4774,8780213,146063,2017-03-05 19:48:43+00:00
838201503651401729,0,10066,8780213,146063,2017-03-05 01:36:26+00:00
838150277551247360,1675,332,8780213,146063,2017-03-04 22:12:52+00:00
838085839343206401,139,1,8780214,146063,2017-03-04 17:56:49+00:00
838083903487373313,17649,3138,8780214,146063,2017-03-04 17:49:08+00:00
837820167694528512,34201,7861,8780214,146063,2017-03-04 00:21:08+00:00
837482249356513284,3854,443,8780214,146063,2017-03-03 01:58:22+00:00
837471256429613056,12834,2275,8780214,146063,2017-03-03 01:14:41+00:00
837110210464448512,16112,2370,8780214,146063,2017-03-02 01:20:01+00:00
836989968035819520,12806,2294,8780214,146063,2017-03-01 17:22:13+00:00
836753516572119041,19371,4653,8780214,146063,2017-03-01 01:42:39+00:00
836677758902222849,12641,2231,8780214,146063,2017-02-28 20:41:37+00:00
836648853927522308,0,556,8780214,146063,2017-02-28 18:46:45+00:00
836397794269200385,0,27569,8780214,146063,2017-02-28 02:09:08+00:00
836380477523124226,14814,2996,8780214,146063,2017-02-28 01:00:19+00:00
836260088725786625,21371,4314,8780213,146063,2017-02-27 17:01:56+00:00
836001077879255040,19145,4276,8780213,146063,2017-02-26 23:52:43+00:00
835685285446955009,0,8158,8780213,146063,2017-02-26 02:57:52+00:00
835574547218894849,17856,3634,8780213,146063,2017-02-25 19:37:50+00:00
835536468978302976,0,1705,8780213,146063,2017-02-25 17:06:32+00:00
835309094223372289,0,21022,8780213,146063,2017-02-25 02:03:02+00:00
835297930240217089,16541,3025,8780213,146063,2017-02-25 01:18:40+00:00
835264098648616962,7769,1705,8780213,146063,2017-02-24 23:04:14+00:00
835246439529840640,2112,73,8780213,146063,2017-02-24 21:54:03+00:00
835172783151792128,26272,5790,8780213,146063,2017-02-24 17:01:22+00:00
835152434251116546,22505,3032,8780213,146063,2017-02-24 15:40:31+00:00
834931633769889797,10851,1650,8780213,146063,2017-02-24 01:03:08+00:00
834786237630337024,21437,5522,8780213,146063,2017-02-23 15:25:23+00:00
834574053763584002,13728,2555,8780213,146063,2017-02-23 01:22:14+00:00
834477809192075265,0,10700,8780213,146063,2017-02-22 18:59:48+00:00
834458053273591808,9665,1693,8780213,146063,2017-02-22 17:41:18+00:00
834209720923721728,20711,4777,8780213,146063,2017-02-22 01:14:30+00:00
834167344700198914,15903,3682,8780213,146063,2017-02-21 22:26:07+00:00
834089966724603904,10108,2148,8780213,146063,2017-02-21 17:18:39+00:00
834086379323871233,13137,2220,8780213,146063,2017-02-21 17:04:24+00:00
833863086058651648,13491,2420,8780213,146063,2017-02-21 02:17:06+00:00
833826103416520705,18142,3798,8780213,146063,2017-02-20 23:50:09+00:00
833732339549220864,0,222,8780213,146063,2017-02-20 17:37:34+00:00
833722901757046785,20907,3242,8780213,146063,2017-02-20 17:00:04+00:00
833479644947025920,14915,2059,8780213,146063,2017-02-20 00:53:27+00:00
833124694597443584,20326,4872,8780213,146063,2017-02-19 01:23:00+00:00
832998151111966721,13341,2216,8780213,146063,2017-02-18 17:00:10+00:00
832769181346996225,0,39,8780213,146063,2017-02-18 01:50:19+00:00
832757312314028032,16957,3654,8780213,146063,2017-02-18 01:03:09+00:00
832682457690300417,11956,2937,8780213,146063,2017-02-17 20:05:43+00:00
832645525019123713,2952,535,8780213,146063,2017-02-17 17:38:57+00:00
832636094638288896,15948,2810,8780213,146063,2017-02-17 17:01:29+00:00
832397543355072512,12032,2234,8780213,146063,2017-02-17 01:13:34+00:00
832369877331693569,17290,3210,8780213,146063,2017-02-16 23:23:38+00:00
832273440279240704,11419,2354,8780213,146063,2017-02-16 17:00:25+00:00
832215909146226688,0,6250,8780213,146063,2017-02-16 13:11:49+00:00
832215726631055365,0,9408,8780213,146063,2017-02-16 13:11:05+00:00
832088576586297345,62,2,8780213,146063,2017-02-16 04:45:50+00:00
832040443403784192,0,9695,8780213,146063,2017-02-16 01:34:34+00:00
832032802820481025,18000,4695,8779675,146062,2017-02-16 01:04:13+00:00
831939777352105988,24186,6184,8780213,146063,2017-02-15 18:54:34+00:00
831926988323639298,339,34,8780213,146063,2017-02-15 18:03:45+00:00
831911600680497154,27803,6560,8780213,146063,2017-02-15 17:02:36+00:00
831670449226514432,10524,1839,8780213,146063,2017-02-15 01:04:21+00:00
831650051525054464,7206,1942,8780213,146063,2017-02-14 23:43:18+00:00
831552930092285952,9038,2331,8780213,146063,2017-02-14 17:17:22+00:00
831322785565769729,9347,1564,8780213,146063,2017-02-14 02:02:51+00:00
831315979191906304,6593,1134,8780213,146063,2017-02-14 01:35:49+00:00
831309418084069378,11843,2483,8780213,146063,2017-02-14 01:09:44+00:00
831262627380748289,12004,2065,8780213,146063,2017-02-13 22:03:49+00:00
830956169170665475,8037,1510,8780213,146063,2017-02-13 01:46:03+00:00
830583320585068544,67359,16927,8780213,146063,2017-02-12 01:04:29+00:00
830173239259324417,0,5737,8780213,146063,2017-02-10 21:54:58+00:00
830097400375152640,9885,2976,8780213,146063,2017-02-10 16:53:37+00:00
829878982036299777,0,5070,8780213,146063,2017-02-10 02:25:42+00:00
829861396166877184,12323,1968,8780213,146063,2017-02-10 01:15:49+00:00
829501995190984704,32025,10700,8780213,146063,2017-02-09 01:27:41+00:00
829449946868879360,10539,2042,8780213,146063,2017-02-08 22:00:52+00:00
829141528400556032,24609,7432,8780213,146063,2017-02-08 01:35:19+00:00
829011960981237760,53559,16459,8780213,146063,2017-02-07 17:00:28+00:00
828801551087042563,0,3450,8780213,146063,2017-02-07 03:04:22+00:00
828770345708580865,25810,5929,8780213,146063,2017-02-07 01:00:22+00:00
828708714936930305,36833,11293,8780213,146063,2017-02-06 20:55:28+00:00
828650029636317184,9592,1364,8780213,146063,2017-02-06 17:02:17+00:00
828409743546925057,6406,1176,8780213,146063,2017-02-06 01:07:28+00:00
828408677031882754,7742,1304,8780213,146063,2017-02-06 01:03:14+00:00
828381636999917570,12696,2234,8780213,146063,2017-02-05 23:15:47+00:00
828376505180889089,7449,1082,8780213,146063,2017-02-05 22:55:23+00:00
828372645993398273,12667,2972,8780213,146063,2017-02-05 22:40:03+00:00
828361771580813312,2216,173,8780213,146063,2017-02-05 21:56:51+00:00
828046555563323392,11870,2903,8779675,146062,2017-02-05 01:04:17+00:00
828011680017821696,10442,2169,8780213,146063,2017-02-04 22:45:42+00:00
827933404142436356,20297,5307,8780213,146063,2017-02-04 17:34:40+00:00
827653905312006145,15649,3049,8780213,146063,2017-02-03 23:04:02+00:00
827600520311402496,7512,954,8780213,146063,2017-02-03 19:31:54+00:00
827324948884643840,16019,3092,8780213,146063,2017-02-03 01:16:53+00:00
827199976799354881,10687,2247,8780213,146063,2017-02-02 17:00:17+00:00
826958653328592898,21794,5070,8780213,146063,2017-02-02 01:01:21+00:00
826848821049180160,36739,10300,8780213,146063,2017-02-01 17:44:55+00:00
826615380357632002,0,4032,8780213,146063,2017-02-01 02:17:19+00:00
826598799820865537,5163,256,8780213,146063,2017-02-01 01:11:25+00:00
826598365270007810,10145,2371,8780213,146063,2017-02-01 01:09:42+00:00
826476773533745153,18613,4244,8780213,146063,2017-01-31 17:06:32+00:00
826240494070030336,13448,2640,8780212,146063,2017-01-31 01:27:39+00:00
826204788643753985,4926,936,8780212,146063,2017-01-30 23:05:46+00:00
826115272272650244,15830,3175,8780212,146063,2017-01-30 17:10:04+00:00
825876512159186944,10592,1898,8780212,146063,2017-01-30 01:21:19+00:00
825829644528148480,12866,2521,8780212,146063,2017-01-29 22:15:05+00:00
